player_id,first_name,second_name,player_name,club_name,position_name,extracted_at,total_points,event_points,now_cost
525,Mateus,Fernandes,Mateus Fernandes,Spurs,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.0
539,Luke,O'Nien,Luke O'Nien,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
271,Rodrigo,Muniz Carvalho,Rodrigo Muniz,Fulham,FWD,2026-08-27 15:23:14.301707+00:00,1,1,5.5
543,Habib,Diarra,Habib Diarra,Sunderland,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
418,Harry,Maguire,Harry Maguire,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
580,Shea,Charles,Shea Charles,Fulham,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
417,Diogo,Dalot Teixeira,Diogo Dalot,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
541,Thomas,Meunier,Thomas Meunier,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
536,Reinildo,Mandava,Reinildo Reinildo,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
556,Matt,Targett,Matt Targett,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
285,Paddy,McNair,Paddy McNair,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
412,Senne,Lammens,Senne Lammens,Man Utd,GKP,2026-08-27 15:23:14.301707+00:00,1,1,5.0
362,Jeremy,Jacquet,Jeremy Jacquet,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
535,Omar,Alderete,Omar Alderete,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
515,James,Maddison,James Maddison,Spurs,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.5
516,Rodrigo,Bentancur,Rodrigo Bentancur,Spurs,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
339,Sean,Longstaff,Sean Longstaff,Leeds,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
281,Cody,Drameh,Cody Drameh,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
596,Matteo,Ruggeri,Matteo Ruggeri,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
29,Marco,Bizot,Marco M.Bizot,Aston Villa,GKP,2026-08-27 15:23:14.301707+00:00,1,1,4.5
42,Evann,Guessand,Evann Guessand,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
72,Ben,Gannon-Doak,Ben Gannon-Doak,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
584,Gustavo,Hamer,Gustavo Hamer,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
575,Caleb,Yirenkyi,Caleb Yirenkyi,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
492,Taiwo,Awoniyi,Taiwo Awoniyi,Coventry City,FWD,2026-08-27 15:23:14.301707+00:00,1,1,5.5
96,Mikkel,Damsgaard,Mikkel Damsgaard,Brentford,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
135,Zadok,Yohanna,Zadok Yohanna,Brighton,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
73,Tyler,Adams,Tyler Adams,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
138,Charalampos,Kostoulas,Charalampos Kostoulas,Brighton,FWD,2026-08-27 15:23:14.301707+00:00,1,1,5.5
160,Alejandro,Garnacho Ferreyra,Alejandro Garnacho,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.0
148,Jorrel,Hato,Jorrel Hato,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
608,Daniel,Jebbison,Daniel Jebbison,Bournemouth,FWD,2026-08-27 15:23:14.301707+00:00,1,1,5.0
605,Malick,Yalcouyé,Malick Yalcouyé,Brighton,MID,2026-08-27 15:23:14.301707+00:00,1,1,4.5
600,Ibrahim,Osman,Ibrahim Osman,Brighton,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
76,Alex,Tóth,Alex Tóth.A,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
188,Victor,Torp,Victor Torp,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
110,Carl,Rushworth,Carl Rushworth,Coventry City,GKP,2026-08-27 15:23:14.301707+00:00,1,1,4.5
33,Tyrone,Mings,Tyrone Mings,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
90,Aaron,Hickey,Aaron Hickey,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
35,Lamare,Bogarde,Lamare Bogarde,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
583,Pep,Chavarría,Pep Chavarria,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
183,Jack,Rudoni,Jack Rudoni,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
144,Malo,Gusto,Malo Gusto,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
182,Aurèle,Amenda,Aurèle Amenda,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
52,Alysson Edward Franco,da Rocha dos Santos,Alysson Edward Franco Alysson,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
108,Callum,Wilson,Callum Wilson,Brentford,FWD,2026-08-27 15:23:14.301707+00:00,1,1,5.5
64,Adam,Smith,Adam Smith,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
156,Pedro,Lomba Neto,Pedro Neto,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.5
14,Eberechi,Eze,Eberechi Eze,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.5
60,James,Hill,James Hill,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.5
157,Estêvão,Almeida de Oliveira Gonçalves,Estêvão Estêvão,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.5
16,Noni,Madueke,Noni Madueke,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.5
119,João Pedro,Loureiro da Costa,João Pedro Costinha,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
17,Mikel,Merino Zazón,Mikel Merino,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.0
211,Yéremy,Pino Santos,Yéremy Yeremy,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
203,Jaydee,Canvot,Jaydee Canvot,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.0
19,Martín,Zubimendi Ibáñez,Martín Zubimendi,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
164,Geovany,Quenda,Geovany Quenda,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
105,Jaidon,Anthony,Jaidon Anthony,Brentford,MID,2026-08-27 15:23:14.301707+00:00,1,1,6.0
175,Milan,van Ewijk,Milan van Ewijk,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
102,Yehor,Yarmoliuk,Yehor Yarmoliuk,Brentford,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
161,Roméo,Lavia,Roméo Lavia,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.0
206,Chadi,Riad Dnanou,Chadi Chadi Riad,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
45,John,McGinn,John McGinn,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,1,1,5.5
155,Enzo,Fernández,Enzo Enzo,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,1,1,7.0
176,Jay,Dasilva,Jay Dasilva,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.0
61,Adrien,Truffert,Adrien Truffert,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.5
204,Tyrick,Mitchell,Tyrick Mitchell,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,1,1,4.5
9,Piero,Hincapié,Piero Hincapie,Arsenal,DEF,2026-08-27 15:23:14.301707+00:00,1,1,5.5
437,Bendito,Mantato,Bendito Bendito Mantato,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
440,Joshua,Zirkzee,Joshua Zirkzee,Man Utd,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
436,Toby,Collyer,Toby Collyer,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
77,Amine,Adli,Amine Adli,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
438,Tyler,Fletcher,Tyler Fletcher,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
441,Chido,Obi,Chido Obi,Man Utd,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
450,Tino,Livramento,Tino Livramento,Newcastle,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
442,Nick,Pope,Nick Pope,Newcastle,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
443,Mark,Gillespie,Mark Gillespie,Newcastle,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
444,Ewen,Jaouen,Ewen Jaouen,Newcastle,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
75,Ryan,Christie,Ryan Christie,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
74,David,Brooks,David Brooks,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
448,Dan,Burn,Dan Burn,Newcastle,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
434,Jack,Fletcher,Jack J.Fletcher,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
451,Alex,Murphy,Alex A.Murphy,Newcastle,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
66,Julio,Soler Barreto,Julio Soler,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
456,Jacob,Ramsey,Jacob J.Ramsey,Newcastle,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
457,Jacob,Murphy,Jacob J.Murphy,Newcastle,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
458,Joelinton Cássio,Apolinário de Lira,Joelinton Cássio Joelinton,Newcastle,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
65,Julián,Araujo Zúñiga,Julián J.Araujo,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
461,Bazoumana,Touré,Bazoumana Touré,Newcastle,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
78,Junior,Kroupi,Junior Kroupi.Jr,Bournemouth,MID,2026-08-27 15:23:14.301707+00:00,0,0,7.5
85,Sepp,van den Berg,Sepp Van den Berg,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
433,Manuel,Ugarte Ribeiro,Manuel Ugarte,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
93,Jannik,Schuster,Jannik Schuster,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
616,Ayyoub,Bouaddi,Ayyoub Bouaddi,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
587,Gerónimo,Rulli,Gerónimo Rulli,Man City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
99,Antoni,Milambo,Antoni Milambo,Brentford,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
100,Fábio,Freitas Gouveia Carvalho,Fábio Carvalho,Brentford,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
410,Jeremy,Monga,Jeremy Monga,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
409,Divine,Mukasa,Divine Mukasa,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
408,Kalvin,Phillips,Kalvin Phillips,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
407,Claudio,Echeverri,Claudio Echeverri,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
405,Nico,González Iglesias,Nico N.Gonzalez,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
404,Tijjani,Reijnders,Tijjani Reijnders,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
402,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo 'Rodri' Rodrigo,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.5
401,Omar,Marmoush,Omar Marmoush,Man City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,7.0
400,Jérémy,Doku,Jérémy Doku,Man City,MID,2026-08-27 15:23:14.301707+00:00,0,0,7.5
103,Josh,Dasilva,Josh Dasilva,Brentford,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
106,Igor Thiago,Nascimento Rodrigues,Igor Thiago Thiago,Brentford,FWD,2026-08-27 15:23:14.301707+00:00,0,0,8.0
396,Vitor,de Oliveira Nunes dos Reis,Vitor Vitor Reis,Man City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
107,Kaye,Furo,Kaye Furo,Brentford,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
131,Carlos,Baleba,Carlos Baleba,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
325,Karl,Darlow,Karl Darlow,Man Utd,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
80,Enes,Ünal,Enes Enes Ünal,Bournemouth,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
92,Kim,Ji-soo,Kim Ji-soo,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
431,Amad,Diallo,Amad Amad,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.9
430,Mason,Mount,Mason Mount,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
81,Álvaro,Rodríguez,Álvaro Rodríguez,Bournemouth,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.0
573,Juanlu,Sánchez,Juanlu Sanchez,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
615,Michele,Di Gregorio,Michele Di Gregorio,Bournemouth,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
425,Tyler,Fredricson,Tyler Fredricson,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
424,Harry,Amass,Harry Amass,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
83,Hákon Rafn,Valdimarsson,Hákon Rafn Valdimarsson,Brentford,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
463,Nick,Woltemade,Nick Woltemade,Newcastle,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.0
89,Rico,Henry,Rico Henry,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
420,Leny,Yoro,Leny Yoro,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
419,Lisandro,Martínez,Lisandro Martinez,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
91,Ethan,Pinnock,Ethan Pinnock,Brentford,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
416,Matthijs,de Ligt,Matthijs De Ligt,Man Utd,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
415,Patrick,Dorgu,Patrick Dorgu,Man Utd,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
414,Tom,Heaton,Tom Heaton,Man Utd,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
413,Altay,Bayındır,Altay Bayindir,Man Utd,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
63,Veljko,Milosavljevic,Veljko Milosavljević,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
220,Rio,Cardines,Rio Cardines,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
62,Bafodé,Diakité,Bafodé Diakité,Bournemouth,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
530,Anthony,Patterson,Anthony Patterson,Sunderland,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
601,Luca,Williams-Barnett,Luca Williams-Barnett,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
528,Dane,Scarlett,Dane Scarlett,Spurs,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
31,Ezri,Konsa Ngoyo,Ezri Konsa,Arsenal,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
452,Bruno,Guimarães Rodriguez Moura,Bruno Bruno G.,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,7.0
28,Emiliano,Martínez Romero,Emiliano Martinez,Aston Villa,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
524,Callum,Olusesi,Callum Olusesi,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
30,Lucas,Digne,Lucas Digne,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
521,Dejan,Kulusevski,Dejan Kulusevski,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.5
519,Conor,Gallagher,Conor Gallagher,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
518,Pape Matar,Sarr,Pape Matar P.M.Sarr,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
517,Wilson,Odobert,Wilson Odobert,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
34,Pau,Torres,Pau Pau,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
513,Xavi,Simons,Xavi Xavi,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
512,Mohammed,Kudus,Mohammed Kudus,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.5
511,João Victor,de Souza Menezes,João Victor Souza,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
510,James,Rowswell,James Rowswell,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
509,Jun'ai,Byfield,Jun'ai Byfield,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
27,Gabriel,Fernando de Jesus,Gabriel G.Jesus,Arsenal,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.0
531,Melker,Ellborg,Melker Ellborg,Sunderland,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
507,Ashley,Phillips,Ashley Phillips,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
532,Daniel,Ballard,Daniel Ballard,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
612,Dayann,Méthalie,Dayann Methalie,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
3,Illan,Meslier,Illan Meslier,Arsenal,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
5,Jurriën,Timber,Jurriën J.Timber,Arsenal,DEF,2026-08-27 15:23:14.301707+00:00,0,0,6.5
6,William,Saliba,William Saliba,Arsenal,DEF,2026-08-27 15:23:14.301707+00:00,0,0,6.0
550,Djiamgone Jocelin Ta,Bi,Djiamgone Jocelin Ta Jocelin.T,Sunderland,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
547,Romaine,Mundle,Romaine Mundle,Sunderland,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
546,Simon,Adingra,Simon Adingra,Sunderland,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
18,Gabriel,Martinelli Silva,Gabriel Martinelli,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.4
20,Max,Dowman,Max Dowman,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.4
540,Arthur,Masuaku,Arthur Masuaku,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
22,Ethan,Nwaneri,Ethan Nwaneri,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
538,Leo Fuhr,Hjelde,Leo Fuhr Hjelde,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
537,Jenson,Seelt,Jenson Seelt,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
23,Fábio,Ferreira Vieira,Fábio Fábio Vieira,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
24,Reiss,Nelson,Reiss Nelson,Arsenal,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
25,Viktor,Gyökeres,Viktor Gyökeres,Arsenal,FWD,2026-08-27 15:23:14.301707+00:00,0,0,7.4
533,Nordi,Mukiele,Nordi Mukiele,Sunderland,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
508,Ben,Davies,Ben Davies,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
36,Ian,Maatsen,Ian Maatsen,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
466,Sean,Neave,Sean Neave,Newcastle,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
485,Dilane,Bakwa,Dilane Bakwa,Nott'm Forest,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
55,Ollie,Watkins,Ollie Watkins,Aston Villa,FWD,2026-08-27 15:23:14.301707+00:00,0,0,7.9
482,Callum,Hudson-Odoi,Callum Hudson-Odoi,Nott'm Forest,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
56,Tammy,Abraham,Tammy Abraham,Aston Villa,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
479,Tyler,Bindon,Tyler Bindon,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
477,Zach,Abbott,Zach Abbott,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
476,Omar,Richards,Omar O.Richards,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
475,Nicolò,Savona,Nicolò Savona,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
582,Brian,Madjo,Brian Madjo,Aston Villa,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
597,Zion,Suzuki,Zion Suzuki,Aston Villa,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
606,Triston,Rowe,Triston Rowe,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
470,Felipe,Rodrigues da Silva,Felipe Morato,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
607,Luka,Lynch,Luka Lynch,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
468,John Victor,Maciel Furtado,John Victor John,Nott'm Forest,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
611,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
609,Leo,Shahar,Leo Shahar,Newcastle,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
58,Fraser,Forster,Fraser Forster,Bournemouth,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
59,Will,Dennis,Will Dennis,Bournemouth,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
484,Omari,Hutchinson,Omari Hutchinson,Nott'm Forest,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
487,Nicolás,Domínguez,Nicolás Dominguez,Nott'm Forest,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
505,Djed,Spence,Djed Spence,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
53,Johan,Manzambi,Johan Manzambi,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
503,Micky,van de Ven,Micky Van de Ven,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
501,Kevin,Danso,Kevin Danso,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
500,Cristian,Romero,Cristian Romero,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
499,Pedro,Porro Sauceda,Pedro Pedro Porro,Spurs,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
38,Andrés,García,Andrés A.García,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
497,Martin,Dubravka,Martin Dubravka,Spurs,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
39,Kosta,Nedeljkovic,Kosta Nedeljkovic,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
495,Brandon,Austin,Brandon Austin,Spurs,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
494,Guglielmo,Vicario,Guglielmo Vicario,Spurs,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
44,Leon,Bailey,Leon Bailey,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
403,Sávio,Moreira de Oliveira,Sávio Sávio,Spurs,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.5
590,Steven,Benda,Steven Benda,Nott'm Forest,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
581,Ousmane,Diomande,Ousmane Diomande,Nott'm Forest,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
48,Amadou,Onana,Amadou Onana,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
49,Samuel,Iling-Junior,Samuel Iling Jr,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
50,Bradley,Burrowes,Bradley Burrowes,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
489,Ryan,Yates,Ryan Yates,Nott'm Forest,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
394,Max,Alleyne,Max Alleyne,Man City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
126,Matt,O'Riley,Matt O'Riley,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
392,Rayan,Aït-Nouri,Rayan Aït-Nouri,Man City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
178,Jake,Bidwell,Jake Bidwell,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
172,Ben,Wilson,Ben Wilson,Coventry City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
288,Kieran,Dowell,Kieran Dowell,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
287,Liam,Millar,Liam Millar,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
174,Liam,Kitching,Liam Kitching,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
284,Cathal,McCarthy,Cathal McCarthy,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
283,Matty,Jacob,Matty Jacob,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
2,Kepa,Arrizabalaga Revuelta,Kepa Arrizabalaga,Arsenal,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
177,Kaine,Kesler-Hayden,Kaine Kesler-Hayden,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
278,Charlie,Hughes,Charlie Hughes,Hull City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
291,Eliot,Matazo,Eliot Matazo,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
179,Joel,Latibeaudiere,Joel Latibeaudiere,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
